"Date","RegionID","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2019-04-30,55295,"Zephyr Cove","NV","Gardnerville Ranchos","Douglas County",12136,718400,-0.01871329053408,-0.0448078712937109,0.0359048305695746,0.0853494460378221,0.0377607038220158,"2019-01","2019-Q1",752100,-0.0448078712937109,"2018-10"
2019-04-30,56630,"Schnecksville","PA","Allentown-Bethlehem-Easton","Lehigh County",12137,251300,0.00640768922707249,0.0116747181964573,0.0492693110647182,0.0316937645893043,0.00771937938587675,"2007-04","2007-Q2",261500,-0.0390057361376673,"2006-03"
2019-04-30,51424,"Claremont","MN","Rochester","Dodge County",12138,162800,0.001230012300123,-0.0315288518738846,0.0948217888365837,0.0621982528232656,0.02275380717751,"2018-12","2018-Q4",169100,-0.0372560615020698,"2018-10"
2019-04-30,8681,"Firth","NE","Lincoln","Lancaster County",12139,267000,-0.00854066097289269,-0.0165745856353591,0.107424305267524,0.0853267449370003,0.0430321999629559,"2019-02","2019-Q1",271500,-0.0165745856353591,"2018-12"
2019-04-30,26115,"New Stanton","PA","Pittsburgh","Westmoreland County",12140,163300,0.00184049079754601,-0.00910194174757281,0.00307125307125307,0.0223692117985557,0.0120262558706932,"2018-11","2018-Q4",167300,-0.0239091452480574,"2018-05"
2019-04-30,142763,"Leo-Cedarville","IN","Fort Wayne","Allen County",12141,213300,0.000938526513374003,0.0113798008534851,0.088265306122449,0.0537159173845505,0.0362487645943579,"2019-04","2019-Q2",213300,0,"2019-04"
2019-04-30,56091,"Oolitic","IN","Bedford","Lawrence County",12142,93500,-0.00425985090521832,-0.0137130801687764,0.143031784841076,0.0686065162591749,0.0244990383746309,"2018-12","2018-Q4",95600,-0.0219665271966527,"2018-10"
2019-04-30,28475,"Gadsden","TN","Jackson","Crockett County",12143,82100,-0.00243013365735115,-0.00243013365735115,0.0135802469135802,0.039939027172625,0.0237875550018845,"2019-02","2019-Q1",82400,-0.00364077669902913,"2019-01"
2019-04-30,48842,"Claycomo","MO","Kansas City","Clay County",12144,140500,-0.0056617126680821,-0.0028388928317956,0.0652009097801365,0.0613983377870826,0.0153900459982252,"2019-02","2019-Q1",141400,-0.00636492220650637,"2019-01"
2019-04-30,44283,"Bradfordwoods","PA","Pittsburgh","Allegheny County",12145,342000,0.00588235294117647,0.00914724107406314,0.0644257703081232,0.063233319686919,0.0360086812462859,"2019-04","2019-Q2",342000,0,"2019-04"
2019-04-30,397938,"Wolf River","WI","Oshkosh-Neenah","Winnebago County",12146,180700,-0.0174007612833061,-0.0413793103448276,-0.0484465508162191,0.0383583758089516,0.0166464271473887,"2018-09","2018-Q3",199700,-0.0951427140711067,"2018-02"
2019-04-30,11539,"Freetown","IN","Seymour","Jackson County",12147,156600,-0.00127551020408163,-0.00634517766497462,0.109065155807365,0.0884627688242587,0.0663172983222899,"2019-01","2019-Q1",157600,-0.00634517766497462,"2018-12"
2019-04-30,38870,"Hampton","NJ","New York-Newark-Jersey City","Hunterdon County",12148,241800,0.00540540540540541,0.000827814569536424,0.0185341196293176,0.031765857560905,0.0041892197433655,"2006-04","2006-Q2",305900,-0.20954560313828,"2004-01"
2019-04-30,26582,"Poplar","WI","Duluth","Douglas County",12149,164500,0.00550122249388753,0.00427350427350427,0.0758665794637018,0.0417114191522505,0.0299187895356281,"2019-04","2019-Q2",164500,0,"2019-04"
2019-04-30,52126,"French Village","MO","Farmington","Saint Francois County",12150,100800,-0.00395256916996047,-0.0597014925373134,0.0712008501594049,0.0249827715775639,-0.0292932078489437,"2008-07","2008-Q3",181800,-0.445544554455446,
2019-04-30,24720,"Fletcher","OH","Dayton","Miami County",12151,93200,0.00322927879440258,-0.00745473908413206,0.114832535885167,0.0532643975160461,0.0121469867236232,"2018-11","2018-Q4",95300,-0.0220356768100735,"2018-10"
2019-04-30,49285,"Jackson","NH",,"Carroll County",12152,335000,-0.0155744930943285,-0.0138357374153665,0.0919165580182529,0.0621569642666115,0.0360023701042189,"2019-02","2019-Q1",341800,-0.0198946752486834,"2018-12"
2019-04-30,398258,"Bridgeton","PA","Philadelphia-Camden-Wilmington","Bucks County",12153,331900,-0.0053940665268205,-0.00925373134328358,0.0199754148740012,0.0336357079823684,0.00796049279851774,"2007-05","2007-Q2",368200,-0.0985877240630092,"2004-09"
2019-04-30,11356,"Euharlee","GA","Atlanta-Sandy Springs-Roswell","Bartow County",12154,161200,0,0,0.10942876806607,0.0860257524508961,0.0364398723153905,"2003-07","2003-Q3",176000,-0.0840909090909091,
2019-04-30,43861,"Allons","TN","Cookeville","Overton County",12155,107800,-0.0226654578422484,-0.0279531109107304,0.0395371263259402,0.0693327711260963,0.0310502356547966,"2019-02","2019-Q1",111700,-0.0349149507609669,"2018-08"
2019-04-30,30452,"Beverly Hills","TX","Waco","McLennan County",12156,91400,-0.00544069640914037,0.00329308452250274,0.141073657927591,0.0838794869714143,0.0433367407261744,"2019-02","2019-Q1",92000,-0.00652173913043478,"2019-02"
2019-04-30,195854,"Lakeland","NY","Syracuse","Onondaga County",12157,132200,0,0.0122511485451761,0.0287937743190661,0.026489929864101,0.0143893565783331,"2018-09","2018-Q3",132300,-0.000755857898715042,"2018-09"
2019-04-30,51413,"Cissna Park","IL",,"Iroquois County",12158,92700,-0.0032258064516129,0.00107991360691145,0.00651465798045603,0.0104606657972037,,"2019-03","2019-Q1",93000,-0.0032258064516129,"2019-02"
2019-04-30,27404,"Theresa","WI","Beaver Dam","Dodge County",12159,176500,-0.0100953449242849,-0.0167130919220056,0.054991034070532,0.0365506728473279,0.0129436803822782,"2018-10","2018-Q4",184400,-0.0428416485900217,"2018-08"
2019-04-30,54187,"Rockaway Beach","OR",,"Tillamook County",12160,284800,0.00105448154657294,0.00778485491861288,0.127920792079208,0.0606178234804682,0.014259658029639,"2007-07","2007-Q3",293800,-0.0306330837304289,"2007-02"
2019-04-30,46705,"New Boston","OH","Portsmouth","Scioto County",12161,35200,-0.0249307479224377,-0.0563002680965147,0.0666666666666667,0.0475811906197341,0.0213386813782626,"2006-02","2006-Q1",47700,-0.262054507337526,
2019-04-30,41551,"Wamego","KS","Manhattan","Pottawatomie County",12162,168900,0.0035650623885918,0.0186972255729795,0.0744274809160305,0.0472254169956459,0.0262075507113191,"2019-04","2019-Q2",168900,0,"2019-04"
2019-04-30,33455,"Pleasant Gap","PA","State College","Centre County",12163,186300,0.00269106566200215,0.00648298217179903,0.0373051224944321,0.0316797532162605,0.023975467778605,"2019-04","2019-Q2",186300,0,"2019-04"
2019-04-30,272644,"Sandyston","NJ","New York-Newark-Jersey City","Sussex County",12164,220500,-0.0040650406504065,0.0347254809948381,0.103051525762881,0.0327349250212519,0.0108722623459556,"2007-02","2007-Q1",272200,-0.189933872152829,"2004-08"
2019-04-30,55436,"Delavan","IL","Peoria","Tazewell County",12165,86100,-0.0069204152249135,0.0117508813160987,0.0512820512820513,0.0338442689916163,0.00724950709892624,"2002-09","2002-Q3",97300,-0.115107913669065,"2000-10"
2019-04-30,20633,"Star Prairie","WI",,"Polk County",12166,203400,-0.00489236790606654,-0.0178657653307581,0.0099304865938431,0.0615301697522168,0.0276802237450116,"2018-09","2018-Q3",212200,-0.0414703110273327,"2018-06"
2019-04-30,29645,"Ghent","WV","Beckley","Raleigh County",12167,197400,-0.00654252642174132,-0.00704225352112676,0.0704989154013015,0.0141585702684059,0.011886393024175,"2019-02","2019-Q1",199400,-0.0100300902708124,"2018-12"
2019-04-30,35140,"Bratenahl","OH","Cleveland-Elyria","Cuyahoga County",12168,243700,-0.015751211631664,-0.0117599351175994,-0.00854353132628153,0.0614105315117601,0.026453135418862,"2018-09","2018-Q3",259700,-0.0616095494801694,"2018-04"
2019-04-30,42898,"Port Dickinson","NY","Binghamton","Broome County",12169,98800,-0.00703517587939699,-0.00803212851405622,0.0857142857142857,0.0307891792247568,0.0151583750222879,"2018-12","2018-Q4",100000,-0.012,"2018-10"
2019-04-30,13098,"Olga","WA",,"San Juan County",12170,611200,-0.00843608046722907,-0.00940032414910859,0.0766249779813282,0.0608954282863143,0.0166628993664586,"2018-10","2018-Q4",621800,-0.0170472820842715,"2018-09"
2019-04-30,36919,"Petersham","MA","Worcester","Worcester County",12171,270200,0,0.00296956198960653,0.05546875,0.0481340244922364,0.0199807258481943,"2019-04","2019-Q2",270200,0,"2019-04"
2019-04-30,42023,"Buchanan Dam","TX",,"Llano County",12172,211600,-0.00329722091380122,0.00141978230004733,0.0768447837150127,0.0576292175697628,0.0336350022861904,"2019-03","2019-Q1",212300,-0.00329722091380122,"2019-02"
2019-04-30,5781,"Mankato","KS",,"Jewell County",12173,47000,-0.00212314225053079,-0.00212314225053079,0.00213219616204691,-0.00626354097686721,,"2010-03","2010-Q1",55400,-0.151624548736462,
2019-04-30,396750,"North Ballston Spa","NY","Albany-Schenectady-Troy","Saratoga County",12174,206400,-0.00386100386100386,-0.00721500721500722,-0.0377622377622378,0.0312104023483351,0.0159454248457345,"2018-05","2018-Q2",215100,-0.0404463040446304,"2017-11"
